Jun 19	s	53
Jun 19	d	-105
Jun 19	d	-105
Jun 19	s	53
Jun 19	d	-46
Jun 19	d	0
Jun 19	s	5
Jun 19	d	0
Jun 19	s	2333
Jun 19	d	65
Jun 19	d	141
Jun 19	d	0
Jun 19	d	45
Jun 19	d	2
Jun 19	d	-10
Jun 19	d	3
Jun 19	d	0
Jun 19	s	-2
Jun 19	d	2
Jun 19	d	1
Jun 19	d	1
Jun 19	d	34
Jun 19	d	34
Jun 19	d	34
Jun 19	d	-18
Jun 19	d	1
Jun 19	d	0
Jun 19	d	0
Jun 19	d	10
Jun 19	d	9
Jun 19	d	9
Jun 19	d	-52
Jun 19	s	-78
Jun 19	d	112
Jun 19	d	1
Jun 19	s	39
Jun 19	d	0
Jun 19	d	-24
Jun 19	d	30
Jun 19	d	33
Jun 19	d	-21
Jun 19	s	4
Jun 19	d	-2
Jun 19	d	-14
Jun 19	s	11
Jun 19	d	0
Jun 19	d	-6
Jun 19	d	70
Jun 19	d	-85
Jun 19	s	47
Jun 19	d	0
Jun 19	d	1
Jun 20	d	1408
Jun 20	s	36
Jun 20	d	0
Jun 20	s	-57
Jun 20	d	35
Jun 20	d	0
Jun 20	d	0
Jun 20	d	2
Jun 20	d	0
Jun 20	d	1
Jun 20	d	1407
Jun 20	d	2
Jun 20	d	0
Jun 20	s	53
Jun 20	s	74
Jun 20	d	7
Jun 20	s	112
Jun 20	d	1
Jun 20	d	8
Jun 20	d	9
Jun 20	s	9
Jun 20	s	26
Jun 20	d	56
Jun 20	d	38
Jun 20	s	53
Jun 20	d	8
Jun 20	d	37
Jun 20	d	1
Jun 20	d	6
Jun 20	d	0
Jun 20	d	2
Jun 20	d	110
Jun 20	d	55
Jun 20	d	7
Jun 20	s	-1
Jun 20	s	0
Jun 20	d	10
Jun 20	d	7
Jun 20	d	-1
Jun 20	d	9
Jun 20	s	49
Jun 20	d	-34
Jun 20	d	9
Jun 20	d	2
Jun 20	s	0
Jun 20	s	-38
Jun 20	s	0
Jun 20	s	1
Jun 20	s	50
Jun 20	s	-33
Jun 20	d	49
Jun 20	d	1
Jun 20	d	-47
Jun 20	s	0
Jun 20	s	0
Jun 20	d	3
Jun 20	d	208
Jun 20	s	-4
Jun 20	d	-337
Jun 20	d	-1
Jun 20	d	-1
Jun 20	d	1
Jun 20	d	33
Jun 20	d	19
Jun 20	s	3
Jun 20	d	-76
Jun 20	d	50
Jun 20	d	1
Jun 20	s	55
Jun 20	d	5
Jun 20	d	-1
Jun 20	d	0
Jun 20	s	0
Jun 20	s	-355
Jun 20	d	0
Jun 20	d	1
Jun 20	d	33
Jun 20	s	7
Jun 20	d	5398
Jun 20	s	39
Jun 20	s	39
Jun 20	s	-24
Jun 20	s	-54
Jun 20	s	19
Jun 20	d	1
Jun 20	d	-35
Jun 20	d	2
Jun 20	d	-13
Jun 20	s	-41
Jun 20	d	-33
Jun 20	s	0
Jun 20	d	33
Jun 20	d	10
Jun 20	s	66
Jun 20	s	2
Jun 20	s	-5
Jun 20	s	-11
Jun 20	d	-2
Jun 20	s	6
Jun 20	d	29
Jun 20	s	-2
Jun 20	s	3
Jun 20	s	0
Jun 20	d	52
Jun 20	s	6
Jun 20	s	0
Jun 20	s	0
Jun 20	s	2
Jun 20	d	0
Jun 20	s	5
Jun 20	d	0
Jun 20	d	0
Jun 20	s	6
Jun 20	s	39
Jun 20	s	65
Jun 20	s	0
Jun 20	s	13
Jun 20	s	25
Jun 20	s	18
Jun 20	s	0
Jun 20	s	16
Jun 20	s	9
Jun 20	s	0
Jun 20	s	253
Jun 20	d	2
Jun 20	s	11
Jun 20	d	6
Jun 20	d	0
Jun 20	d	0
Jun 20	d	65
Jun 20	d	-42
Jun 20	s	0
Jun 20	d	277
Jun 20	d	-11
Jun 20	s	33
Jun 20	d	-76
Jun 20	s	18
Jun 20	d	-350
Jun 20	d	0
Jun 20	d	336
Jun 20	d	2
Jun 20	s	2
Jun 20	d	58
Jun 20	s	120
Jun 20	s	19
Jun 20	s	0
Jun 20	s	1
Jun 20	s	53
Jun 20	s	34
Jun 20	s	8
Jun 20	s	-8
Jun 20	d	-1
Jun 20	s	1
Jun 20	d	17
Jun 20	d	53
Jun 20	s	-53
Jun 20	d	35
Jun 20	d	60
Jun 20	d	18
Jun 20	d	0
Jun 20	d	4
Jun 20	d	69
Jun 20	d	12
Jun 20	d	6
Jun 20	d	11
Jun 20	d	279
Jun 20	d	9
Jun 20	s	63
Jun 20	d	53
Jun 20	d	1237
Jun 20	d	63
Jun 20	d	0
Jun 20	d	730
Jun 20	d	0
Jun 20	d	1
Jun 20	d	94
Jun 20	s	-3
Jun 20	d	-11
Jun 20	d	37
Jun 20	d	2
Jun 20	d	1150
Jun 21	d	86
Jun 21	d	80
Jun 21	d	368
Jun 21	d	260
Jun 21	d	175
Jun 21	d	34
Jun 21	d	53
Jun 21	d	48
Jun 21	d	41
Jun 21	d	0
Jun 21	d	1
Jun 21	d	1
Jun 21	d	7
Jun 21	d	-2
Jun 21	d	71
Jun 21	d	38
Jun 21	d	35
Jun 21	d	42
Jun 21	d	34
Jun 21	d	9
Jun 21	d	77
Jun 21	d	65
Jun 21	s	-1
Jun 21	d	9
Jun 21	d	5
Jun 21	s	39
Jun 21	d	-40
Jun 21	s	77
Jun 21	s	54
Jun 21	d	143
Jun 21	s	-36
Jun 21	d	5
Jun 21	s	24
Jun 21	d	19
Jun 21	s	7
Jun 21	d	33
Jun 21	s	34
Jun 21	d	202
Jun 21	d	5
Jun 21	s	0
Jun 21	s	35
Jun 21	s	2
Jun 21	s	2015
Jun 21	s	254
Jun 21	s	241
Jun 21	s	89
Jun 21	s	76
Jun 21	s	39
Jun 21	s	35
Jun 21	s	17
Jun 21	s	38
Jun 21	s	71
Jun 21	s	26
Jun 21	s	0
Jun 21	s	8
Jun 21	s	-39
Jun 21	s	1
Jun 21	s	32
Jun 21	s	14
Jun 21	s	38
Jun 21	s	-8
Jun 21	s	-8
Jun 21	s	-21
Jun 21	s	65
Jun 21	s	4
Jun 21	s	21
Jun 21	s	25
Jun 21	s	1732
Jun 21	s	1345
Jun 21	s	0
Jun 21	s	117
Jun 21	s	4
Jun 21	d	596
Jun 21	s	394
Jun 21	d	6
Jun 21	s	3
Jun 21	s	67
Jun 21	s	112
Jun 21	s	3
Jun 21	s	18070
Jun 21	s	9
Jun 21	s	32
Jun 21	d	21
Jun 21	s	23
Jun 21	s	298
Jun 21	s	0
Jun 21	s	130
Jun 21	s	361
Jun 21	s	11
Jun 21	s	24
Jun 21	s	10294
Jun 21	s	0
Jun 21	s	9
Jun 21	s	34
Jun 21	s	1
Jun 21	d	-34
Jun 21	d	34
Jun 21	d	7
Jun 21	s	33
Jun 21	s	0
Jun 21	d	-55
Jun 21	d	5
Jun 21	d	8
Jun 21	d	-10
Jun 21	d	-62
Jun 21	s	0
Jun 21	s	22
Jun 21	d	3
Jun 21	s	92
Jun 21	s	0
Jun 21	s	5
Jun 21	d	-8
Jun 21	s	148
Jun 21	d	-5
Jun 21	d	102
Jun 21	d	-11
Jun 21	d	-65
Jun 21	s	222
Jun 21	d	1
Jun 21	d	-62
Jun 21	s	2
Jun 21	s	46
Jun 21	s	-2
Jun 21	s	47
Jun 21	s	-2
Jun 21	s	-2
Jun 21	s	1866
Jun 21	s	5450
Jun 21	d	-68
Jun 21	d	2
Jun 21	d	0
Jun 21	s	30
Jun 21	d	-7
Jun 21	s	-34
Jun 21	d	-21
Jun 21	s	-21
Jun 21	s	-7
Jun 21	d	-16
Jun 21	s	-3
Jun 21	s	37
Jun 21	d	-1
Jun 21	s	0
Jun 21	s	1
Jun 21	s	1
Jun 21	d	-27
Jun 21	s	-52
Jun 21	s	-8
Jun 21	s	0
Jun 21	d	2
Jun 21	s	-8
Jun 21	s	-150
Jun 21	d	1
Jun 21	d	9
Jun 21	d	-27
Jun 21	s	2
Jun 21	d	0
Jun 21	d	-233
Jun 21	s	32
Jun 21	s	49
Jun 21	s	36
Jun 21	s	21
Jun 21	s	321
Jun 21	s	55
Jun 21	s	36
Jun 21	d	2
Jun 21	s	7
Jun 21	s	-2
Jun 21	s	35
Jun 21	s	2
Jun 21	s	59
Jun 21	d	33
Jun 21	s	169
Jun 21	s	6
Jun 21	d	200
Jun 21	s	0
Jun 21	s	0
Jun 21	s	0
Jun 21	s	435
Jun 21	s	36
Jun 21	s	178
Jun 21	s	376
Jun 21	d	0
Jun 21	s	160
Jun 21	s	10
Jun 21	s	388
Jun 21	s	24
Jun 21	s	16
Jun 21	s	43
Jun 21	s	6
Jun 21	s	19
Jun 21	s	10
Jun 21	s	3
Jun 21	s	199
Jun 21	s	66
Jun 21	s	46
Jun 21	s	-1
Jun 21	d	130
Jun 21	d	33
Jun 21	d	18
Jun 21	s	17
Jun 21	s	3
Jun 21	s	372
Jun 21	s	69
Jun 21	s	1300
Jun 21	s	0
Jun 21	d	86
Jun 21	s	2
Jun 21	d	-65
Jun 21	d	-102
Jun 21	s	21
Jun 21	d	-8
Jun 21	d	-54
Jun 21	s	1
Jun 21	s	4
Jun 21	d	-5
Jun 21	s	53
Jun 21	d	-1
Jun 21	s	47
Jun 21	d	-5
Jun 21	s	-20
Jun 21	s	3
Jun 21	s	3
Jun 21	s	2
Jun 21	s	9
Jun 21	s	27
Jun 21	s	-19
Jun 21	s	53
Jun 21	s	4
Jun 21	s	-80
Jun 21	d	0
Jun 21	d	0
Jun 21	d	24
Jun 21	d	2
Jun 21	d	0
Jun 21	d	105
Jun 21	d	3
Jun 21	d	6
Jun 21	d	34
Jun 21	d	66
Jun 21	s	17
Jun 21	d	329
Jun 21	d	0
Jun 21	s	699
Jun 21	d	8
Jun 21	d	1
Jun 21	d	0
Jun 21	d	0
Jun 21	d	0
Jun 21	d	316
Jun 21	d	0
Jun 21	d	157
Jun 21	d	18
Jun 21	d	0
Jun 21	s	8
Jun 21	d	157
Jun 21	d	0
Jun 21	d	10
Jun 21	d	0
Jun 21	d	8
Jun 21	d	65
Jun 21	s	0
Jun 21	d	-9
Jun 21	d	8
Jun 21	s	0
Jun 21	d	24
Jun 21	d	65
Jun 21	d	2
Jun 21	d	0
Jun 21	d	58
Jun 21	d	6
Jun 21	s	-16
Jun 21	s	0
Jun 21	d	34
Jun 21	d	-76
Jun 21	d	0
Jun 21	d	18
Jun 21	s	0
Jun 21	d	-1928
Jun 21	d	3
Jun 21	d	0
Jun 21	s	38
Jun 21	d	0
Jun 21	d	34
Jun 21	d	34
Jun 21	d	1
Jun 21	d	18
Jun 21	d	299
Jun 21	s	-3
Jun 21	d	5
Jun 21	d	-5
Jun 21	s	-2
Jun 21	d	-34
Jun 21	d	-1452
Jun 21	s	1
Jun 21	d	67
Jun 21	d	-172
Jun 21	d	279
Jun 21	s	-19
Jun 21	s	2
Jun 21	d	0
Jun 21	d	39
Jun 21	s	34
Jun 21	d	35
Jun 21	d	4
Jun 21	s	34
Jun 21	s	28
Jun 21	d	2
Jun 21	d	336
Jun 21	d	36
Jun 21	d	8
Jun 21	s	20
Jun 21	d	244
Jun 21	d	-18
Jun 21	d	15
Jun 21	d	-28
Jun 21	d	80
Jun 21	s	162
Jun 21	d	8
Jun 21	d	-8
Jun 21	d	58
Jun 21	s	217
Jun 21	d	2
Jun 21	d	4
Jun 22	d	22
Jun 22	d	29
Jun 22	d	-33
Jun 22	d	304
Jun 22	d	261
Jun 22	d	-1
Jun 22	s	1
Jun 22	d	-8
Jun 22	d	29
Jun 22	s	0
Jun 22	s	0
Jun 22	d	31
Jun 22	d	1
Jun 22	s	-34
Jun 22	s	51
Jun 22	d	-25
Jun 22	d	110
Jun 22	d	-54
Jun 22	d	-30
Jun 22	d	71
Jun 22	s	3
Jun 22	s	18
Jun 22	s	2
Jun 22	d	3
Jun 22	d	2
Jun 22	s	1
Jun 22	s	9
Jun 22	d	329
Jun 22	d	3
Jun 22	d	5
Jun 22	s	301
Jun 22	d	-119
Jun 22	s	6
Jun 22	d	4
Jun 22	d	34
Jun 22	d	-325
Jun 22	d	157
Jun 22	d	103
Jun 22	s	207
Jun 22	d	4
Jun 22	d	0
Jun 22	d	6
Jun 22	d	17
Jun 22	d	86
Jun 22	d	-6
Jun 22	d	4
Jun 22	d	-629
Jun 22	d	715
Jun 22	d	23
Jun 22	s	119
Jun 22	d	-2
Jun 22	s	23
Jun 22	d	-117
Jun 22	s	3
Jun 22	s	43
Jun 22	s	-9
Jun 22	d	35
Jun 22	d	7
Jun 22	d	48
Jun 22	d	8
Jun 22	d	10
Jun 22	d	10464
Jun 22	s	0
Jun 22	s	9
Jun 22	s	0
Jun 22	s	82
Jun 22	s	3
Jun 22	d	-7
Jun 22	d	-7
Jun 22	d	-11
Jun 22	d	0
Jun 22	d	108
Jun 22	s	108
Jun 22	d	0
Jun 22	d	65
Jun 22	d	46
Jun 22	s	-88
Jun 22	d	-1
Jun 22	d	-7
Jun 22	d	-127
Jun 22	d	-54
Jun 22	d	-59
Jun 22	d	-209
Jun 22	d	-12
Jun 22	d	3
Jun 22	d	-528
Jun 22	d	-3
Jun 22	d	0
Jun 22	d	0
Jun 22	d	0
Jun 22	d	-357
Jun 22	d	-34
Jun 22	d	-32
Jun 22	d	32
Jun 22	d	-107
Jun 22	d	17
Jun 22	s	-59
Jun 22	d	-60
Jun 22	s	-140
Jun 22	d	0
Jun 22	s	-52
Jun 22	d	0
Jun 22	d	-359
Jun 22	d	112
Jun 22	d	-12
Jun 22	s	18
Jun 22	d	32
Jun 22	d	36
Jun 22	s	0
Jun 22	d	-53
Jun 22	d	3
Jun 22	d	11
Jun 22	s	6
Jun 22	s	39
Jun 22	s	39
Jun 22	s	0
Jun 22	s	53
Jun 22	s	1
Jun 22	s	0
Jun 22	s	39
Jun 22	s	208
Jun 22	s	7
Jun 22	s	-1
Jun 22	s	0
Jun 22	s	6
Jun 22	d	-24
Jun 22	s	17
Jun 22	s	0
Jun 22	s	1
Jun 22	s	17
Jun 22	s	39
Jun 22	s	0
Jun 22	d	0
Jun 22	d	0
Jun 22	d	0
Jun 22	d	0
Jun 22	d	-3
Jun 22	d	-3
Jun 22	d	0
Jun 22	d	0
Jun 22	d	-26
Jun 22	d	0
Jun 22	d	-5
Jun 22	s	-3
Jun 22	d	-694
Jun 22	s	120
Jun 22	s	115
Jun 22	d	-53
Jun 22	d	-10
Jun 22	d	-68
Jun 22	s	0
Jun 22	d	2
Jun 22	d	-104
Jun 22	d	54
Jun 22	d	3
Jun 22	s	37
Jun 22	d	20
Jun 22	s	1
Jun 22	d	-288
Jun 22	s	-3
Jun 22	s	163
Jun 22	d	36
Jun 22	d	-7
Jun 22	d	-7
Jun 22	d	-5
Jun 22	d	53
Jun 22	d	22
Jun 22	d	-30
Jun 22	s	2
Jun 22	s	4
Jun 22	d	7
Jun 22	d	71
Jun 22	d	31
Jun 22	d	53
Jun 22	d	0
Jun 22	d	-1
Jun 22	s	0
Jun 22	s	17
Jun 22	d	66
Jun 22	s	0
Jun 22	s	0
Jun 22	d	101
Jun 22	s	0
Jun 22	s	102
Jun 22	s	0
Jun 22	s	0
Jun 22	s	1
Jun 22	s	0
Jun 22	s	0
Jun 22	s	0
Jun 22	s	26
Jun 22	s	1
Jun 22	s	35
Jun 22	s	1
Jun 22	d	5
Jun 22	s	-42
Jun 22	s	6
Jun 22	s	6
Jun 22	d	10
Jun 22	d	-322
Jun 22	s	17
Jun 22	d	53
Jun 22	d	19
Jun 22	s	1
Jun 22	d	8
Jun 22	d	0
Jun 22	s	6
Jun 22	s	5
Jun 22	d	-5
Jun 22	s	22
Jun 22	d	-575
Jun 22	d	-38
Jun 22	d	-8
Jun 22	d	53
Jun 22	d	-337
Jun 22	d	-109
Jun 22	d	6
Jun 22	d	33
Jun 22	d	-132
Jun 22	d	-108
Jun 22	d	-132
Jun 22	d	98
Jun 22	d	0
Jun 22	d	0
Jun 22	s	14
Jun 22	d	0
Jun 22	d	-34
Jun 22	d	-66
Jun 22	d	122
Jun 23	s	-11
Jun 23	d	-230
Jun 23	d	0
Jun 23	d	0
Jun 23	d	86
Jun 23	d	-251
Jun 23	d	10
Jun 23	s	-110
Jun 23	d	0
Jun 23	d	53
Jun 23	d	0
Jun 23	d	-27
Jun 23	s	39
Jun 23	s	9
Jun 23	s	29
Jun 23	d	8
Jun 23	s	8
Jun 23	d	-34
Jun 23	d	-31
Jun 23	d	4
Jun 23	d	-66
Jun 23	d	-19
Jun 23	s	-11
Jun 23	s	6
Jun 23	d	-21
Jun 23	d	3
Jun 23	d	0
Jun 23	d	35
Jun 23	d	-47
Jun 23	d	-9
Jun 23	s	75
Jun 23	d	3
Jun 23	d	-27
Jun 23	d	-52
Jun 23	d	-37
Jun 23	d	8
Jun 23	d	0
Jun 23	d	-34
Jun 23	s	0
Jun 23	s	40
Jun 23	s	-2
Jun 23	s	-99
Jun 23	s	-5
Jun 23	s	-6
Jun 23	s	0
Jun 23	s	336
Jun 23	d	11
Jun 23	d	8
Jun 23	s	-459
Jun 23	d	26
Jun 23	d	42
Jun 23	s	0
Jun 23	s	6
Jun 23	s	204
Jun 23	s	129
Jun 23	s	0
Jun 23	s	4
Jun 23	s	18
Jun 23	s	0
Jun 23	s	9
Jun 24	s	1471
Jun 24	s	68
Jun 24	s	2
Jun 24	s	5
Jun 24	s	6
Jun 24	s	0
Jun 24	s	42
Jun 24	s	24
Jun 24	s	0
Jun 24	s	5
Jun 24	s	75
Jun 24	s	3
Jun 24	s	16
Jun 24	s	4
Jun 24	s	223
Jun 24	s	34
Jun 24	s	1526
Jun 24	s	20
Jun 24	s	1
Jun 24	s	153
Jun 24	s	72
Jun 24	s	167
Jun 24	s	351
Jun 24	s	781
Jun 24	s	2
Jun 24	s	0
Jun 24	s	233
Jun 24	s	136
Jun 24	s	1
Jun 24	s	21
Jun 24	s	6
Jun 24	s	79
Jun 24	s	0
Jun 24	s	263
Jun 24	s	8
Jun 24	s	9
Jun 24	s	97
Jun 24	s	48
Jun 24	s	-22
Jun 24	s	22
Jun 24	d	-47
Jun 24	s	-10
Jun 24	s	-1
Jun 24	d	202
Jun 24	s	-103
Jun 24	s	-59
Jun 24	s	0
Jun 24	s	0
Jun 24	s	3
Jun 24	d	26
Jun 24	s	0
Jun 24	s	186
Jun 24	d	-2316
Jun 24	s	22
Jun 24	d	21
Jun 24	s	24
Jun 24	s	135
Jun 24	d	34
Jun 24	s	0
Jun 24	s	14
Jun 24	s	0
Jun 24	s	19
Jun 24	s	2
Jun 24	s	41
Jun 24	s	265
Jun 24	d	-8
Jun 24	s	2
Jun 24	d	48
Jun 24	d	-46
Jun 24	s	0
Jun 24	s	2
Jun 24	s	322
Jun 24	s	337
Jun 24	s	60
Jun 24	s	50
Jun 24	s	2
Jun 24	s	8
Jun 24	s	8
Jun 24	s	8
Jun 24	d	0
Jun 24	d	40
Jun 24	d	11
Jun 24	d	-280
Jun 24	d	2
Jun 24	s	9
Jun 24	s	8
Jun 24	s	39
Jun 24	s	3
Jun 24	s	0
Jun 24	s	0
Jun 25	s	8
Jun 25	s	0
Jun 25	s	9
Jun 25	s	69
Jun 25	s	529
Jun 25	d	54
Jun 25	s	1
Jun 25	d	325
Jun 25	d	110
Jun 25	d	36
Jun 25	d	11
Jun 25	s	-5
Jun 25	s	-61
Jun 25	s	-3
Jun 25	s	-39
Jun 25	s	-1
Jun 25	s	-371
Jun 25	s	52
Jun 25	s	-2
Jun 25	s	-4
Jun 25	s	-4
Jun 25	s	-33
Jun 25	s	-9
Jun 25	s	-15
Jun 25	s	-314
Jun 25	s	-61
Jun 25	s	-40
Jun 25	s	-1
Jun 25	s	-14
Jun 25	s	-62
Jun 25	s	-31
Jun 25	d	-20
Jun 25	s	-13
Jun 25	d	60
Jun 25	s	-42
Jun 25	s	-88
Jun 25	s	0
Jun 25	s	6
Jun 25	s	-26
Jun 25	s	-128
Jun 25	d	55
Jun 25	s	0
Jun 25	s	-760
Jun 25	s	26
Jun 25	s	-1200
Jun 25	s	247
Jun 25	s	-2
Jun 25	s	-13
Jun 25	s	-37
Jun 25	s	45
Jun 25	s	-35
Jun 25	s	-86
Jun 25	s	-59
Jun 25	s	-34
Jun 25	s	-16
Jun 25	s	463
Jun 25	s	-139
Jun 25	s	-88
Jun 25	s	35
Jun 25	s	59
Jun 25	s	0
Jun 25	d	-238
Jun 25	d	-52
Jun 25	s	1
Jun 26	d	-39
Jun 26	d	39
Jun 26	d	-15
Jun 26	s	2
Jun 26	s	2
Jun 26	s	0
Jun 26	s	42
Jun 26	s	-189
Jun 26	s	4
Jun 26	s	60
Jun 26	d	0
Jun 26	s	169
Jun 26	d	25
Jun 26	s	3
Jun 26	d	-45
Jun 26	s	-45
Jun 26	s	25
Jun 26	s	0
Jun 26	s	217
Jun 26	s	0
Jun 26	s	16
Jun 26	s	9
Jun 26	s	6
Jun 26	s	308
Jun 26	s	117
Jun 26	s	4
Jun 26	s	35
Jun 26	d	22
Jun 26	d	6
Jun 26	s	-600
Jun 26	d	14
Jun 26	s	0
Jun 26	s	6
Jun 26	s	0
Jun 26	s	0
Jun 26	s	2
Jun 26	s	294
Jun 26	s	0
Jun 26	s	11
Jun 26	s	4
Jun 26	s	125
Jun 26	s	34
Jun 26	s	0
Jun 26	s	5
Jun 26	s	0
Jun 26	s	0
Jun 26	s	34
Jun 26	s	0
Jun 26	s	0
Jun 26	s	21
Jun 26	d	8
Jun 26	d	79
Jun 26	d	0
Jun 26	s	0
Jun 26	s	655
Jun 26	s	0
Jun 26	s	58
Jun 26	s	5
Jun 26	s	3
Jun 26	s	26
Jun 26	s	-17
Jun 26	s	526
Jun 26	s	0
Jun 26	s	-3
Jun 26	s	0
Jun 26	s	-285
Jun 26	s	-37
Jun 26	s	18
Jun 26	s	0
Jun 26	s	0
Jun 26	d	0
Jun 26	d	29
Jun 26	d	21
Jun 26	d	4
Jun 26	d	75
Jun 26	d	8
Jun 26	s	0
Jun 26	d	12
Jun 26	d	155
Jun 26	d	0
Jun 26	d	90
Jun 26	d	441
Jun 26	d	332
Jun 26	d	0
Jun 26	d	33
Jun 26	d	0
Jun 26	s	0
Jun 26	s	0
Jun 26	s	0
Jun 26	d	655
Jun 26	s	0
Jun 26	s	6
Jun 26	d	4
Jun 26	d	217
Jun 26	d	11
Jun 26	d	123
Jun 26	d	24
Jun 26	d	5
Jun 26	d	32
Jun 26	d	657
Jun 26	d	25
Jun 26	d	29
Jun 26	d	21
Jun 26	s	0
Jun 26	d	68
Jun 26	d	1
Jun 26	d	142
Jun 26	s	0
Jun 26	d	-13
Jun 26	s	-52
Jun 26	s	40
Jun 26	s	48
Jun 26	d	0
Jun 26	s	2
Jun 26	s	0
Jun 26	s	0
Jun 26	d	-14
Jun 26	s	0
Jun 26	d	180
Jun 26	d	10
Jun 26	d	0
Jun 26	d	-10
Jun 26	s	-82
Jun 26	d	0
Jun 26	s	-23
Jun 26	d	0
Jun 26	d	0
Jun 26	d	2
Jun 26	s	0
Jun 26	d	-7
Jun 26	d	0
Jun 26	d	-211
Jun 26	d	33
Jun 26	d	-522
Jun 26	s	0
Jun 26	d	0
Jun 26	d	0
Jun 26	d	3
Jun 26	d	0
Jun 26	s	122
Jun 26	s	-106
Jun 26	d	9
Jun 26	s	0
Jun 26	d	-10
Jun 26	s	2
Jun 26	s	18
Jun 26	s	0
Jun 26	d	2
Jun 26	s	0
Jun 26	s	0
Jun 26	s	0
Jun 26	d	0
Jun 26	s	23
Jun 26	s	77
Jun 26	s	7
Jun 26	s	-57
Jun 26	s	41
Jun 26	s	128
Jun 26	s	78
Jun 26	s	6
Jun 26	s	31
Jun 26	d	10
Jun 26	d	-9
Jun 26	d	-18
Jun 26	s	-4
Jun 26	s	29
Jun 26	d	-52
Jun 26	s	0
Jun 26	d	-1
Jun 26	s	391
Jun 26	s	2
Jun 26	s	199
Jun 26	d	0
Jun 26	s	21
Jun 26	d	0
Jun 26	d	46
Jun 26	d	0
Jun 26	d	0
Jun 26	s	0
Jun 26	d	-2
Jun 26	d	-42
Jun 26	d	2
Jun 26	s	2
Jun 26	s	0
Jun 26	d	0
Jun 26	s	29
Jun 26	d	28
Jun 26	d	-3
Jun 26	d	41
Jun 26	d	0
Jun 26	d	26
Jun 26	s	0
Jun 26	d	0
Jun 26	d	0
Jun 26	s	-2
Jun 26	s	-162
Jun 26	d	71
Jun 26	d	-6
Jun 26	s	12
Jun 26	d	0
Jun 26	d	-4
Jun 26	s	0
Jun 26	d	-18
Jun 26	d	6
Jun 26	d	5
Jun 26	d	0
Jun 26	s	22
Jun 26	d	-5
Jun 26	s	1
Jun 26	d	-3
Jun 26	d	-7
Jun 26	d	6
Jun 26	s	-3
Jun 26	d	61
Jun 26	d	0
Jun 26	d	6
Jun 26	d	69
Jun 26	d	-66
Jun 26	d	-26
Jun 26	d	28
Jun 26	d	1
Jun 26	d	-211
Jun 26	d	0
Jun 26	d	0
Jun 26	d	283
Jun 26	d	25
Jun 26	d	21
Jun 26	d	7
Jun 26	d	15
Jun 26	d	-100
Jun 26	d	22
Jun 26	d	-6
Jun 26	s	0
Jun 26	d	52
Jun 26	s	3
Jun 26	d	-213
Jun 26	d	0
